DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Status,Status Desc,Crm Cd 1,LOCATION,LAT,LON
242010352,07/22/2024 12:00:00 AM,07/22/2024 12:00:00 AM,705,20,Olympic,2029,2,888,TRESPASSING,1822 0910 2052,0,X,X,905.0,MTA - RED LINE - WILSHIRE/VERMONT,IC,Invest Cont,888.0,3100    WILSHIRE                     BL,34.0652,-118.2878
201008570,04/30/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1330,10,West Valley,1004,2,900,VIOLATION OF COURT ORDER,1501,41,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,900.0,7700    RESEDA                       BL,34.2102,-118.5361
210122387,12/17/2021 12:00:00 AM,12/17/2021 12:00:00 AM,850,1,Central,111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0913 1802 0334 0445,40,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,230.0,500 N  FIGUEROA                     ST,34.0615,-118.247
211004856,01/27/2021 12:00:00 AM,01/23/2021 12:00:00 AM,1215,10,West Valley,1015,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 1822 0329,50,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,18100    SHERMAN                      WY,34.2012,-118.5247
211914294,10/10/2021 12:00:00 AM,10/10/2021 12:00:00 AM,1900,19,Mission,1958,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0553 1258,13,M,H,102.0,SIDEWALK,IC,Invest Cont,627.0,14000    VAN NUYS                     BL,34.2523,-118.4411
202009630,05/11/2020 12:00:00 AM,05/11/2020 12:00:00 AM,700,20,Olympic,2053,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 2038 0913 0355 0448 1309 1305 0419 0401,31,F,H,101.0,STREET,AA,Adult Arrest,626.0,SERRANO                      AV,34.0527,-118.3066
201219789,09/01/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1600,12,77th Street,1258,1,310,BURGLARY,1607 2201 0329 0321 0344 1822,0,X,X,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),IC,Invest Cont,310.0,7500 S  BROADWAY,33.9714,-118.2783
230212587,06/17/2023 12:00:00 AM,11/02/2022 12:00:00 AM,1350,2,Rampart,281,2,354,THEFT OF IDENTITY,0922 0923 0930 1822,94,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354.0,1100 S  GRAND VIEW                   ST,34.0512,-118.2829
231705928,02/03/2023 12:00:00 AM,02/02/2023 12:00:00 AM,745,17,Devonshire,1795,2,354,THEFT OF IDENTITY,0930,34,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354.0,8500    BALBOA                       BL,34.2248,-118.5151
231808060,03/23/2023 12:00:00 AM,03/14/2023 12:00:00 AM,1330,18,Southeast,1849,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1307,31,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745.0,2200 E  114TH                        ST,33.9315,-118.2336
220908197,04/20/2022 12:00:00 AM,04/01/2022 12:00:00 AM,1200,9,Van Nuys,974,2,354,THEFT OF IDENTITY,0928 1822,74,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354.0,4500    VISTA DEL MONTE              AV,34.1535,-118.4499
200315603,08/11/2020 12:00:00 AM,08/11/2020 12:00:00 AM,1150,3,Southwest,375,1,350,"THEFT, PERSON",1202 0605 0344 1822 1240 1310 0346,76,M,B,101.0,STREET,IC,Invest Cont,350.0,WESTERN                      AV,34.0109,-118.3089
220915097,10/17/2022 12:00:00 AM,07/01/2022 12:00:00 AM,1200,9,Van Nuys,914,2,860,BATTERY WITH SEXUAL CONTACT,0448 0509 0522,16,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,860.0,14500    HARTLAND                     ST,34.1951,-118.4487
241511218,06/05/2024 12:00:00 AM,06/05/2024 12:00:00 AM,545,15,N Hollywood,1547,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1309 1300 1420 1822 1602 0385 0344,43,F,W,101.0,STREET,IC,Invest Cont,331.0,11400    ALBERS                       ST,34.1705,-118.379
241605129,02/07/2024 12:00:00 AM,12/23/2023 12:00:00 AM,200,16,Foothill,1659,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,41,M,W,101.0,STREET,IC,Invest Cont,331.0,9900    PROVO                        AV,34.2479,-118.2753
200122611,12/20/2020 12:00:00 AM,12/20/2020 12:00:00 AM,1720,1,Central,144,1,761,BRANDISH WEAPON,0334 0913 1218,38,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,761.0,400 S  MAIN                         ST,34.0478,-118.2484
210400999,08/21/2021 12:00:00 AM,08/21/2021 12:00:00 AM,530,4,Hollenbeck,438,1,310,BURGLARY,0321 1402,0,X,X,203.0,OTHER BUSINESS,IC,Invest Cont,310.0,5200    ALHAMBRA                     AV,34.0736,-118.1724
240307966,03/19/2024 12:00:00 AM,03/19/2024 12:00:00 AM,1205,3,Southwest,328,2,901,VIOLATION OF RESTRAINING ORDER,0913 1251 1814 1906 2038,21,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,901.0,2700    PORTLAND                     ST,34.0295,-118.2829
240315380,10/15/2024 12:00:00 AM,10/10/2024 12:00:00 AM,1700,3,Southwest,338,1,480,BIKE - STOLEN,1822 0344 1251,19,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,480.0,1300 W  29TH                         ST,34.0284,-118.2891
230315974,09/01/2023 12:00:00 AM,08/31/2023 12:00:00 AM,1600,3,Southwest,358,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 1822,19,F,W,722.0,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,IC,Invest Cont,440.0,3600    MCCLINTOCK                   AV,34.0212,-118.2895
230807095,03/11/2023 12:00:00 AM,03/08/2023 12:00:00 AM,1830,8,West LA,859,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609 1822,39,M,W,123.0,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,740.0,1400 S  HOLT                         AV,34.0533,-118.3786
210312199,06/25/2021 12:00:00 AM,01/01/2021 12:00:00 AM,2100,3,Southwest,361,2,860,BATTERY WITH SEXUAL CONTACT,0913 0360 0522 0551 1251 0531,21,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,860.0,4000    STEVELY                      AV,34.0131,-118.3536
211206197,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,1815,12,77th Street,1213,2,354,THEFT OF IDENTITY,0100 0917 1822,19,M,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,5300    RUTHELEN                     ST,33.9948,-118.3126
202111576,07/14/2020 12:00:00 AM,07/12/2020 12:00:00 AM,1100,21,Topanga,2187,1,310,BURGLARY,1601 0344,65,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,5100    CANOGA                       AV,34.1617,-118.5967
231501153,11/18/2023 12:00:00 AM,11/17/2023 12:00:00 AM,1810,15,N Hollywood,1523,1,330,BURGLARY FROM VEHICLE,0344 1402 1609,31,F,W,108.0,PARKING LOT,IC,Invest Cont,330.0,12800    VICTORY                      BL,34.1867,-118.4117
211217430,08/09/2021 12:00:00 AM,08/09/2021 12:00:00 AM,1750,12,77th Street,1259,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1817,37,F,H,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,IC,Invest Cont,624.0,7400    STANFORD                     AV,33.9725,-118.263
230111336,04/25/2023 12:00:00 AM,04/25/2023 12:00:00 AM,1440,1,Central,153,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 2004 0910 0417 0416,55,M,H,102.0,SIDEWALK,IC,Invest Cont,230.0,7TH                          ST,34.0449,-118.2528
222010142,05/20/2022 12:00:00 AM,05/19/2022 12:00:00 AM,220,20,Olympic,2033,1,310,BURGLARY,0358 1605 0344 1822,0,X,X,515.0,APARTMENT/CONDO COMMON LAUNDRY ROOM,IC,Invest Cont,310.0,800 S  HARVARD                      BL,34.0581,-118.3066
201013367,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,1630,10,West Valley,1067,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 0329 0561 0602 2003 2024 0321,51,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,740.0,5400    WHITE OAK                    AV,34.1693,-118.5184
210217801,11/21/2021 12:00:00 AM,11/21/2021 12:00:00 AM,1400,2,Rampart,249,2,624,BATTERY - SIMPLE ASSAULT,1822 1310 0416 1300,30,M,H,101.0,STREET,IC,Invest Cont,624.0,6TH,34.0548,-118.2638
231205009,01/18/2023 12:00:00 AM,01/18/2023 12:00:00 AM,1810,12,77th Street,1257,2,903,CONTEMPT OF COURT,2038 1814 2000,29,F,H,101.0,STREET,AO,Adult Other,903.0,600 W  77TH                         ST,33.9698,-118.2844
221918332,12/25/2022 12:00:00 AM,12/25/2022 12:00:00 AM,945,19,Mission,1959,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0913 0416,44,F,H,710.0,OTHER PREMISE,IC,Invest Cont,626.0,10200    LEV                          AV,34.2557,-118.439
231218387,08/26/2023 12:00:00 AM,08/26/2023 12:00:00 AM,600,12,77th Street,1239,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1309 0913 2000 1814 0416,26,F,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,236.0,1000 W  62ND                         ST,33.9863,-118.2881
201516087,10/09/2020 12:00:00 AM,10/07/2020 12:00:00 AM,1600,15,N Hollywood,1509,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,0,M,O,101.0,STREET,IC,Invest Cont,331.0,7200    CLYBOURN                     AV,34.2029,-118.3664
230116846,07/27/2023 12:00:00 AM,07/24/2023 12:00:00 AM,1625,1,Central,143,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,30,F,C,504.0,OTHER RESIDENCE,IC,Invest Cont,440.0,400 S  BROADWAY,34.0495,-118.2494
231315139,07/26/2023 12:00:00 AM,07/26/2023 12:00:00 AM,2200,13,Newton,1391,2,901,VIOLATION OF RESTRAINING ORDER,2000 0913 2038,21,F,H,101.0,STREET,AO,Adult Other,901.0,300 W  GAGE                         AV,33.9824,-118.2783
231310886,05/17/2023 12:00:00 AM,05/17/2023 12:00:00 AM,2330,13,Newton,1365,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0913 0432 0416 1309 0446,42,F,H,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,236.0,1400 E  50TH                         ST,33.9975,-118.2499
201705192,01/29/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1500,17,Devonshire,1768,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202,74,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,440.0,17300    MARILLA                      ST,34.2476,-118.5115
241713490,10/12/2024 12:00:00 AM,06/09/2024 12:00:00 AM,1135,17,Devonshire,1777,2,354,THEFT OF IDENTITY,0928,31,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,16400    TUPPER                       ST,34.2393,-118.4905
201814716,07/28/2020 12:00:00 AM,07/28/2020 12:00:00 AM,2200,18,Southeast,1822,1,210,ROBBERY,1822 1313 0334 0342 0344 0400 0432 1300 0416 0370,26,M,H,101.0,STREET,IC,Invest Cont,210.0,101ST                        ST,33.9446,-118.2826
220504243,01/08/2022 12:00:00 AM,01/07/2022 12:00:00 AM,1900,5,Harbor,503,1,310,BURGLARY,0344 1300 1202 1607,61,M,H,707.0,GARAGE/CARPORT,IC,Invest Cont,310.0,25200    BROADWELL                    AV,33.7957,-118.2928
200316971,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,1,3,Southwest,395,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1310 0400,31,F,B,101.0,STREET,IC,Invest Cont,626.0,VERNON                       AV,34.0037,-118.3089
230914509,09/24/2023 12:00:00 AM,09/10/2023 12:00:00 AM,1930,9,Van Nuys,963,1,310,BURGLARY,0344 0358 1202 1414 0321,75,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,5100    COLUMBUS                     AV,34.163,-118.464
241706164,02/21/2024 12:00:00 AM,01/22/2024 12:00:00 AM,1400,17,Devonshire,1797,2,354,THEFT OF IDENTITY,1822 0923,71,F,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,16600    BRYANT                       ST,34.2275,-118.4951
211711215,08/03/2021 12:00:00 AM,08/01/2021 12:00:00 AM,2200,17,Devonshire,1705,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1202 1602 0385,68,M,O,101.0,STREET,IC,Invest Cont,331.0,12800    TITIAN                       AV,34.3036,-118.5067
211404443,01/05/2021 12:00:00 AM,11/23/2020 12:00:00 AM,2220,14,Pacific,1427,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,24,M,C,707.0,GARAGE/CARPORT,IC,Invest Cont,341.0,11000    ROSE                         AV,34.0224,-118.4216
231017240,12/15/2023 12:00:00 AM,12/15/2023 12:00:00 AM,1928,10,West Valley,1083,1,310,BURGLARY,0321 0329 0344 1822 1309 0358,45,F,A,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,4600    ARRIBA                       DR,34.1545,-118.542
211116613,12/19/2021 12:00:00 AM,12/18/2021 12:00:00 AM,1407,11,Northeast,1183,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,40,M,C,119.0,"PORCH, RESIDENTIAL",IC,Invest Cont,440.0,1700    MONTANA                      ST,34.0784,-118.2577
230812004,07/15/2023 12:00:00 AM,07/15/2023 12:00:00 AM,2235,8,West LA,841,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0344 1814,36,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,440.0,1400 S  SALTAIR                      AV,34.0428,-118.4639
201222321,10/07/2020 12:00:00 AM,10/06/2020 12:00:00 AM,1500,12,77th Street,1207,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 1300 0329,24,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,47TH                         ST,34.0006,-118.2897
200113352,06/12/2020 12:00:00 AM,05/30/2020 12:00:00 AM,115,1,Central,162,1,310,BURGLARY,1420 1822 0344 1609 0329,0,F,H,403.0,DRUG STORE,AO,Adult Other,310.0,8TH,34.0459,-118.2579
212006487,01/19/2021 12:00:00 AM,01/08/2021 12:00:00 AM,2000,20,Olympic,2069,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822,35,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,1000 S  WESTMORELAND                 AV,34.0508,-118.2891
201810577,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,1240,18,Southeast,1842,1,520,VEHICLE - ATTEMPT STOLEN,1822 0342 1300 0329,40,M,H,101.0,STREET,IC,Invest Cont,520.0,200 W  111TH                        ST,33.9348,-118.2762
230617762,11/13/2023 12:00:00 AM,11/13/2023 12:00:00 AM,245,6,Hollywood,636,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0416 0417 0344,41,M,H,505.0,MOTEL,IC,Invest Cont,230.0,1700    WHITLEY                      AV,34.1016,-118.3333
221321611,11/29/2022 12:00:00 AM,11/29/2022 12:00:00 AM,1220,13,Newton,1375,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,39,F,H,203.0,OTHER BUSINESS,IC,Invest Cont,624.0,5500 S  CENTRAL                      AV,33.9926,-118.2565
231106418,03/05/2023 12:00:00 AM,03/03/2023 12:00:00 AM,1845,11,Northeast,1119,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,40,M,W,101.0,STREET,IC,Invest Cont,331.0,4800    GLACIER                      DR,34.1331,-118.1911
240806112,02/23/2024 12:00:00 AM,02/23/2024 12:00:00 AM,1250,8,West LA,824,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0444 1811 1259,14,M,W,721.0,HIGH SCHOOL,AO,Adult Other,627.0,1400    ALLENFORD                    AV,34.0534,-118.494
221013462,08/30/2022 12:00:00 AM,08/30/2022 12:00:00 AM,1645,10,West Valley,1065,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0416 0319 0444 1414 1420,55,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624.0,17800    MARGATE                      ST,34.1686,-118.5203
231006810,03/14/2023 12:00:00 AM,03/12/2023 12:00:00 AM,1621,10,West Valley,1025,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0394,20,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,440.0,17800    SHERMAN                      WY,34.2009,-118.5208
220814185,09/03/2022 12:00:00 AM,09/02/2022 12:00:00 AM,1040,8,West LA,817,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 2032 1822,48,M,V,710.0,OTHER PREMISE,IC,Invest Cont,341.0,WESTWOOD                     BL,34.0637,-118.4454
211821551,12/14/2021 12:00:00 AM,12/14/2021 12:00:00 AM,720,18,Southeast,1891,2,647,THROWING OBJECT AT MOVING VEHICLE,1822 1300 1307,41,F,B,101.0,STREET,IC,Invest Cont,647.0,168TH                        AV,33.8791,-118.2912
200515709,10/23/2020 12:00:00 AM,10/23/2020 12:00:00 AM,20,5,Harbor,524,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 1814 0913,38,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626.0,400    HAWAIIAN                     AV,33.7734,-118.2763
200116660,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,310,1,Central,162,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1609 0329 1822,0,X,X,210.0,RESTAURANT/FAST FOOD,IC,Invest Cont,745.0,800 S  FLOWER                       ST,34.0468,-118.2605
220807991,04/09/2022 12:00:00 AM,01/24/2022 12:00:00 AM,1605,8,West LA,829,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0344 0354 0380 1822 2032,21,F,W,727.0,SHOPPING MALL (COMMON AREA),IC,Invest Cont,522.0,10200    SANTA MONICA                 BL,34.0571,-118.4251
241313650,10/05/2024 12:00:00 AM,10/05/2024 12:00:00 AM,1202,13,Newton,1353,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,301.0,GAS STATION,IC,Invest Cont,442.0,4400    AVALON                       BL,34.0039,-118.2653
200312028,05/29/2020 12:00:00 AM,05/29/2020 12:00:00 AM,125,3,Southwest,312,1,251,SHOTS FIRED AT INHABITED DWELLING,0329 1202 1822,60,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,251.0,2900 S  REDONDO                      BL,34.0271,-118.3585
230815995,10/23/2023 12:00:00 AM,10/10/2023 12:00:00 AM,1200,8,West LA,855,2,354,THEFT OF IDENTITY,0929,73,F,O,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,354.0,1700    GLENDON                      AV,34.0522,-118.4378
221318066,09/21/2022 12:00:00 AM,09/21/2022 12:00:00 AM,2008,13,Newton,1362,2,946,OTHER MISCELLANEOUS CRIME,1501,0,X,X,101.0,STREET,IC,Invest Cont,946.0,49TH,33.9988,-118.2652
211416276,08/07/2021 12:00:00 AM,08/07/2021 12:00:00 AM,1605,14,Pacific,1496,1,761,BRANDISH WEAPON,0906 1814 1822 0421 0334 0919,35,F,B,108.0,PARKING LOT,IC,Invest Cont,761.0,5900 W  CENTURY                      BL,33.9456,-118.3932
202013186,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,140,20,Olympic,2038,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0446 0416 0448 0329 1243,51,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626.0,3100    WILSHIRE                     BL,34.0618,-118.2894
221515943,10/08/2022 12:00:00 AM,10/07/2022 12:00:00 AM,1030,15,N Hollywood,1581,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,57,M,W,104.0,DRIVEWAY,IC,Invest Cont,331.0,4300    TEESDALE                     AV,34.1486,-118.4084
200111560,05/10/2020 12:00:00 AM,05/07/2020 12:00:00 AM,1600,1,Central,121,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1822 1606 0377,34,M,A,108.0,PARKING LOT,IC,Invest Cont,420.0,900 W  TEMPLE                       ST,34.0607,-118.2494
232109940,06/04/2023 12:00:00 AM,06/04/2023 12:00:00 AM,1845,21,Topanga,2156,1,350,"THEFT, PERSON",1402 0346 0216 0329,15,M,H,404.0,DEPARTMENT STORE,IC,Invest Cont,350.0,6600    TOPANGA CANYON               BL,34.1904,-118.6059
202112433,08/06/2020 12:00:00 AM,08/05/2020 12:00:00 AM,1630,21,Topanga,2177,2,928,THREATENING PHONE CALLS/LETTERS,0443 1912,30,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,928.0,21500    CALIFA                       ST,34.1772,-118.6002
201812428,06/11/2020 12:00:00 AM,06/11/2020 12:00:00 AM,1350,18,Southeast,1844,2,901,VIOLATION OF RESTRAINING ORDER,2038 0554 0913 0602,33,F,H,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,901.0,300 E  108TH                        ST,33.9383,-118.2695
202008578,04/13/2020 12:00:00 AM,04/10/2020 12:00:00 AM,2300,20,Olympic,2062,1,310,BURGLARY,0344 0342 1300 1309 1607 1602 1822 1210 0209 0330,42,M,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,310.0,1200 S  WILTON                       PL,34.0494,-118.3145
211210998,04/25/2021 12:00:00 AM,04/25/2021 12:00:00 AM,850,12,77th Street,1257,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0603 0445,28,F,B,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,230.0,800 W  77TH                         ST,33.9698,-118.2874
230414020,11/02/2023 12:00:00 AM,10/31/2023 12:00:00 AM,500,4,Hollenbeck,409,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329,53,F,W,101.0,STREET,IC,Invest Cont,745.0,3900    BARRETT                      RD,34.0899,-118.1695
231010628,06/23/2023 12:00:00 AM,06/16/2023 12:00:00 AM,1030,10,West Valley,1029,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 1202 1420,74,M,H,108.0,PARKING LOT,AO,Adult Other,341.0,16000    SHERMAN                      WY,34.2011,-118.4818
210412781,09/11/2021 12:00:00 AM,09/05/2021 12:00:00 AM,1755,4,Hollenbeck,422,2,354,THEFT OF IDENTITY,0100,50,F,C,605.0,AUTOMATED TELLER MACHINE (ATM),IC,Invest Cont,354.0,2200    HANCOCK                      ST,34.0702,-118.209
201114616,10/13/2020 12:00:00 AM,10/09/2020 12:00:00 AM,2306,11,Northeast,1179,1,210,ROBBERY,0325 0352 1221 0216 1300 0326 0344 0432 0443,32,F,H,102.0,SIDEWALK,IC,Invest Cont,210.0,3900 N  FIGUEROA                     ST,34.0914,-118.211
200208316,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1040,2,Rampart,248,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325 0342 1402 1822,19,X,X,202.0,LIQUOR STORE,IC,Invest Cont,442.0,1200 W  6TH                          ST,34.0579,-118.2649
201000780,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,1210,10,West Valley,1063,1,210,ROBBERY,0378 0342 0344 1402 1822 1606 0945,0,M,W,403.0,DRUG STORE,IC,Invest Cont,210.0,18400 W  VENTURA                      BL,34.1679,-118.5338
240104350,01/05/2024 12:00:00 AM,01/04/2024 12:00:00 AM,1345,1,Central,153,2,888,TRESPASSING,0910,0,X,X,902.0,MTA - RED LINE - PERSHING SQUARE,IC,Invest Cont,888.0,500 S  HILL                         ST,34.0488,-118.2518
241207942,03/07/2024 12:00:00 AM,03/07/2024 12:00:00 AM,840,12,77th Street,1269,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0446 0408 0913 1814,18,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,236.0,8200    AVALON                       BL,33.9647,-118.2651
202108986,05/05/2020 12:00:00 AM,05/05/2020 12:00:00 AM,1400,21,Topanga,2149,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 1803,31,M,X,402.0,MARKET,AA,Adult Arrest,341.0,19700    VANOWEN                      ST,34.1938,-118.5623
230513524,09/14/2023 12:00:00 AM,09/14/2023 12:00:00 AM,430,5,Harbor,585,1,330,BURGLARY FROM VEHICLE,1300 0344 1402 1302 1609,25,M,B,103.0,ALLEY,IC,Invest Cont,330.0,600 W  22ND                         ST,33.7243,-118.2902
201307897,03/10/2020 12:00:00 AM,03/10/2020 12:00:00 AM,245,13,Newton,1362,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311,0,M,O,402.0,MARKET,IC,Invest Cont,740.0,5100    AVALON                       BL,33.9981,-118.2697
212114790,10/03/2021 12:00:00 AM,10/03/2021 12:00:00 AM,2030,21,Topanga,2146,2,624,BATTERY - SIMPLE ASSAULT,0416,25,M,H,101.0,STREET,AO,Adult Other,624.0,7000    JORDAN                       AV,34.1974,-118.6029
201508703,04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1945,15,N Hollywood,1502,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0416 0553,6,F,O,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,627.0,7800    BELLAIRE                     AV,34.2127,-118.4113
241212687,06/18/2024 12:00:00 AM,06/18/2024 12:00:00 AM,20,12,77th Street,1268,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 1309 1310,0,M,B,101.0,STREET,IC,Invest Cont,230.0,83RD                         ST,33.964,-118.2739
